Sub Standardize ID,Sub Name,Sub Country,Sub State,Parent Standardized ID,Parent Name,tap_industry, 3 Year Stock Spend ,Propoensity to Buy, Estimated Avg. Stock , Est. Low Spend , Est. High Spend , Sales Estimated ASV ,Country,Named,DME Rep,NA Stock ARR,How Many Past Opps,Most Recent Opp
20467,TD Ameritrade,US,NJ,20467,TD Ameritrade,Financial Services, $-   ,*," $34,910.36 "," $16,927.74 "," $72,851.02 ",,US,Named,PH USER AMERICAS 91700561,"$14,700",2,DR1895838
21904,TV Guide Magazine,US,PA,1947,National Amusements,Financial Services, $-   ,*," $32,636.50 "," $14,815.65 "," $72,583.29 ",,US,Named,John Collins,$0,0,GREEN
276703,Plentyoffish Media,#N/A,#N/A,6846,InterActiveCorp (IAC),Professional & Technical Services, $-   ,*," $33,734.54 "," $15,967.73 "," $71,810.23 ",,US,Named,John Collins,$0,0,GREEN
11707,United Continental,US,WI,11707,United Continental,Transportation & Warehousing, $-   ,*," $35,351.96 "," $17,820.43 "," $71,014.12 ",,US,Named,Bill Bowman,$0,0,GREEN
2486,Golf Channel,US,FL,5877,Comcast,Media & Entertainment, $-   ,*," $34,786.09 "," $17,364.98 "," $70,608.34 ",,US,Named,John Collins,$0,0,GREEN
12939,McClatchy Interactive,US,NC,17230,McClatchy,Media & Entertainment, $-   ,*," $34,348.49 "," $17,038.66 "," $70,392.57 ",,US,Named,Zach Fisher,$0,0,GREEN
4082,AT&T Mobility,US,WA,23454,AT&T,Telecommunications, $-   ,*," $32,615.41 "," $15,285.04 "," $70,261.67 ",,US,Named,PH USER AMERICAS 91700561,$0,0,GREEN
12389,CitiMortgage,US,MO,18118,Citigroup,Financial Services, $-   ,*," $34,299.33 "," $16,907.37 "," $70,226.56 ",,US,Named,Sanjeev Mohanti,$0,0,GREEN
11738,San Francisco 49ers,US,CA,13454,National Football League (NFL),Media & Entertainment, $-   ,*," $35,019.94 "," $17,868.96 "," $69,341.70 ",,US,Named,PH USER AMERICAS 91700552,$0,0,GREEN
3971,Charming Shoppes,US,PA,11666,Ascena Retail,Retail, $-   ,*," $28,666.78 "," $12,032.88 "," $69,070.16 ",,US,Named,Steven Colon,$0,0,GREEN
23774,MSG Holdings,US,NY,16179,Madison Square Garden (MSG),Media & Entertainment, $-   ,*," $32,977.59 "," $16,135.72 "," $68,249.65 ",,US,Named,John Collins,$0,0,GREEN
10620,Fox Sports,US,CA,266115,21st Century Fox,Media & Entertainment, $-   ,****," $33,732.14 "," $16,939.14 "," $68,182.71 ",,US,Named,Zach Fisher,$0,0,GREEN
25851,Universal City Development Partners,US,FL,5877,Comcast,"Travel, Leisure & Hospitality", $-   ,*," $32,566.37 "," $15,828.76 "," $67,927.66 ",,US,Named,John Collins,$0,0,GREEN
7673,National Broadcasting Company (NBC),US,NY,5877,Comcast,Media & Entertainment, $-   ,*," $31,496.01 "," $14,781.21 "," $67,550.91 ",,US,Named,John Collins,$0,0,GREEN
19607,AskMen,#N/A,#N/A,18729,J2 Global,Advertising, $-   ,*," $33,682.79 "," $17,029.65 "," $67,160.95 ",,US,Named,PH USER AMERICAS 91700552,$0,0,GREEN
22850,Medco Health Solutions,US,OH,13186,Express Scripts,Health Care, $-   ,*," $29,919.59 "," $13,531.96 "," $67,154.52 ",,US,Named,Bill Bowman,$0,0,GREEN
13354,ATAG Ernst & Young,US,GA,13354,ATAG Ernst & Young,Professional & Technical Services, $-   ,*," $32,784.52 "," $16,286.33 "," $66,440.66 ",,US,Non-Named,Julie Straus Gelbs,$0,0,GREEN
32442,Lions Gate Entertainment,US,CA,3187,Lionsgate,Media & Entertainment, $-   ,****," $33,422.59 "," $17,068.50 "," $66,142.30 ",,US,Named,Zach Fisher,$0,0,GREEN
13257,BMO Financial Corporation (BFC),CA,ON,19173,Bank of Montreal (BMO),Financial Services, $-   ,*," $29,467.58 "," $13,362.43 "," $65,981.49 ",,CA,Named,Michael DeCosta,$0,0,GREEN
18020,Macy's Systems and Technology,US,NY,23124,Macy's,Technology Software & Services, $-   ,****," $36,333.78 "," $20,056.76 "," $65,886.69 ",,US,Named,Bill Partridge,$0,0,GREEN
5007,OnStar,US,MI,15393,Ford,Manufacturing - Automotive, $-   ,*," $30,552.98 "," $14,283.65 "," $65,855.98 ",,US,Named,Bill Bowman,$0,0,GREEN
19045,Redbeacon,US,CA,24429,Home Depot,Professional & Technical Services, $-   ,*," $30,863.23 "," $14,660.26 "," $65,595.63 ",,US,Named,Grant Hamlen,$0,0,GREEN
