Rep Global Region,Rep Region,Rep Subregion,Rep Territory,Product_Group,Parent Account,Parent ID,Subsidiary Account,Sub Id,Geo_Group,DOMAIN
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Prudential Financial,995,Prudential Relocation,9504,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Prudential Plc,269795,Jackson National Life,269796,North America,www.jackson.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Prudential Plc,269795,M&G Investments,272731,North America,mandg.co.uk
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Prudential Plc,269795,Prudential Plc,269795,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Reinsurance Group of America (RGA),8552,Reinsurance Group of America (RGA),8552,North America,www.rgare.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Reinsurance Group of America (RGA),8552,RGA Americas Reinsurance,276600,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Reinsurance Group of America (RGA),8552,RGA Life Reinsurance,276599,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Schweizerische Rückversicherungs-Gesellschaft,19324,Schweizerische Rückversicherungs-Gesellschaft,19324,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Schweizerische Rückversicherungs-Gesellschaft,19324,Swiss Re,13853,North America,swissre.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Skanska,23172,Skanska,23172,North America,skanska.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,State Street,10945,Investment Management Services,7838,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,State Street,10945,Princeton Financial Systems (PFS),10505,North America,pfs.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,State Street,10945,SSB Realty,19292,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,State Street,10945,SSBA,15719,North America,ssba.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,State Street,10945,State Street,10945,North America,statestreet.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,State Street,10945,State Street Bank & Trust,16506,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,State Street,10945,State Street Capital Trust,7503,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,State Street,10945,State Street Global Advisors (SSGA),26138,North America,ssga.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Sumitomo Corporation,9946,Sumitomo Corporation,9946,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Sumitomo Corporation,9946,Sumitomo Corporation of Americas (SCOA),20258,North America,www.sumitomocorp.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Sumitomo Corporation,9946,Sumitomo Shoji Machinex,32761,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Travelers Companies,10836,Phoenix Insurance,14487,North America,www.phoenixinsgrp.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Travelers Companies,10836,St. Paul Fire and Marine Insurance,20270,North America,www.stpaul.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Travelers Companies,10836,Standard Fire Insurance,22734,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Travelers Companies,10836,Travelers Asset Funding,13600,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Travelers Companies,10836,Travelers Casualty and Surety,15112,North America,www.travelers.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Travelers Companies,10836,Travelers Companies,10836,North America,www.travelers.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Travelers Companies,10836,Travelers Indemnity,22239,North America,www.travelers.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Travelers Companies,10836,Travelers Insurance Group,3138,North America,travelers.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Travelers Companies,10836,Travelers Property Casualty,358,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Travelers Companies,10836,Tri-State Business Systems,21147,North America,tri-statebusiness.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,UBS,6077,IFX,11776,North America,ifx.se
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,UBS,6077,UBS,6077,North America,ubs.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,UBS,6077,UBS Americas,10704,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,UBS,6077,UBS Bank,20545,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,UBS,6077,UBS Financial Services,13721,North America,ibb.ubs.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,UBS,6077,UBS Global Asset Management,24393,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,UBS,6077,UBS Loan Finance,16055,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,UBS,6077,UBS PaineWebber,13442,North America,zurkow.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,UBS,6077,UBS Private Investor,3341,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,UBS,6077,UBS Securities,17523,North America,ubs.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,UBS,6077,UBS Wealth Management,4544,North America,ubs.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,UBS,6077,Warburg Real Estate,14109,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Vanguard Group,15479,Vanguard Advisors,10234,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Vanguard Group,15479,Vanguard Fiduciary Trust,679,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Vanguard Group,15479,Vanguard Group,15479,North America,www.vanguard.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Vanguard Group,15479,Vanguard Investments,32845,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Vanguard Group,15479,Vanguard Marketing,24563,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Vanguard Group,15479,Vanguard Total International Stock Index Fund,24454,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Voya Financial,16731,Columbine Life Insurance,8077,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Voya Financial,16731,ING America Insurance,18257,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Voya Financial,16731,ING America Life,25898,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Voya Financial,16731,ING Financial Advisors,22635,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Voya Financial,16731,ING Financial Markets,7748,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Voya Financial,16731,ING Financial Partners,12703,North America,ing-usa.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Voya Financial,16731,Ing Life Insurance and Annuity,23799,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Voya Financial,16731,ING North America Insurance,22353,North America,voya.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Voya Financial,16731,ING Payroll Management,1585,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Voya Financial,16731,ING U.S.,22820,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Voya Financial,16731,ING USA Annuity and Life Insurance,22949,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Voya Financial,16731,Reliastar Investment Research,4530,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Voya Financial,16731,Reliastar Life Insurance,15186,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Voya Financial,16731,Southland Life Insurance,12493,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Voya Financial,16731,Voya Financial,16731,North America,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Alcatel-Lucent,26154,Alcatel-Lucent,26154,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Alcatel-Lucent,26154,Alda Marine,19513,New GEO Group 5040,lda.fr
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Alcatel-Lucent,26154,Coralec,15886,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Alcatel-Lucent,26154,Electro Banque,12929,New GEO Group 5040,election-europe.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Alcatel-Lucent,26154,FLORELEC,1579,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Alcatel-Lucent,26154,Radio Frequency Systems (RFS),9810,New GEO Group 5040,rfsworld.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Alcatel-Lucent,26154,Shanghai Bell,270035,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,American Family Life Assurance Company of Columbus (Aflac),18495,Aflac Information Technology,661,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,American Family Life Assurance Company of Columbus (Aflac),18495,American Family Life Assurance Company of Columbus (Aflac),18495,New GEO Group 5040,www.aflac.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,American Family Life Assurance Company of Columbus (Aflac),18495,Communicorp,21249,New GEO Group 5040,communicorp.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,American Family Life Assurance Company of Columbus (Aflac),18495,Continental American Insurance Company (CAIC),12025,New GEO Group 5040,caig-ins.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,ASEA Brown Boveri (ABB),17724,ASEA Brown Boveri (ABB),17724,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,BA Merchant Services,11883,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,BAL Global Finance,266576,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Balboa Insurance Group,21770,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,BAML Capital Capital,266577,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Banc of America Commercial Finance,14155,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Banc Of America Investments Services,18882,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Banc Of America Leasing & Capital,18634,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,BancBoston Capital,266578,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,BancBoston Ventures,21702,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Bank of America (BA),11590,New GEO Group 5040,www.bankofamerica.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Bankamerica Ventures,6058,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Best Payment Solutions,268626,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Columbia Management Advisors,5136,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Columbia Management Services,25565,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Continental Illinois Venture Corporation,10007,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Countrywide,3973,New GEO Group 5040,www.abbotts.co.uk
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Countrywide Capital Markets,18337,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Countrywide Capital V,3750,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Countrywide Commercial Real Estate Finance,6655,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Countrywide Home Loans,21712,New GEO Group 5040,countrywide.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Countrywide Insurance Services,25847,New GEO Group 5040,www.countrywide.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Countrywide Mobile Home Brokerage,17729,New GEO Group 5040,usmobilehomebrokers.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Countrywide Mortgage Ventures,8557,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Countrywide Partnership Investment,16232,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Countrywide Securities,12298,New GEO Group 5040,countrywidesecurity.com.au
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Countrywide Warehouse Lending,1146,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Dacion,17424,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,FIA Card Services,17271,New GEO Group 5040,fiacardservices.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,FIA Jersey Holdings,266579,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Full Spectrum Lending,13419,New GEO Group 5040,fullspectrumsoftware.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Home Equity USA,9403,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Lasalle Bank,1376,New GEO Group 5040,lasallebank.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Liberty Asset Management,266580,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,MBNA,10283,New GEO Group 5040,mbna.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,MBNA Hallmark Information Systems,14817,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,MBNA Marketing Systems,22618,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,MBNA Technology,15651,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Merchant Services,15817,New GEO Group 5040,merchantsvcs.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Merrill Edge,1781,New GEO Group 5040,merrilledge.com
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Merrill Lynch,22911,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Merrill Lynch Bank USA,14993,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Merrill Lynch Capital Services,18972,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Merrill Lynch Commodities,20298,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Merrill Lynch Credit,22186,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Merrill Lynch Focus Twenty Fund,7415,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Merrill Lynch Government Securities,3974,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Merrill Lynch Investment Managers,8198,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,"Merrill Lynch, Pierce, Fenner & Smith (MLPF&S)",25149,New GEO Group 5040,
AMERICAS,AMERICAS DIGITAL MEDIA,NA DIG MEDIA ENTERPRISE,NA DIG MEDIA ENTERPRISE EAST,DIG MEDIA,Bank of America (BA),11590,Nexstar Financial,16709,New GEO Group 5040,newstarfin.com
